Node Name,Relevant TO,Sheets,Voltage (Derived),Site Name,latitude,longitude,Full Name
INNE1K,SHET,"B-2-1a, B-3-1a",132,INVERNESS,57.45362567,-4.24657043,INVERNESS 132kV
INNE1L,SHET,"B-2-1a, B-3-1a",132,INVERNESS,57.45362567,-4.24657043,INVERNESS 132kV
INNE1Q,SHET,B-2-1a,132,INVERNESS,57.45362567,-4.24657043,INVERNESS 132kV
INNE1R,SHET,B-2-1a,132,INVERNESS,57.45362567,-4.24657043,INVERNESS 132kV
INNE3-,SHET,B-3-1a,33,INVERNESS,57.45362567,-4.24657043,INVERNESS 33kV
INRU1Q,SHET,"B-2-1a, B-2-2a",132,INVERUGIE,,,INVERUGIE 132kV
INRU1R,SHET,"B-2-1a, B-2-2a",132,INVERUGIE,,,INVERUGIE 132kV
INRU1S,SHET,B-2-1a,132,INVERUGIE,,,INVERUGIE 132kV
INVB2A,"SHET, SPT","B-2-1b, B-3-1a, B-3-2a",275,INVERANAN BOUNDARY,56.326075,-4.724459,INVERANAN BOUNDARY 275kV
INVB2A,"SHET, SPT","B-2-1b, B-3-1a, B-3-2a",275,INVERARNAN BORDER NODE,56.326075,-4.724459,INVERARNAN BORDER NODE 275kV
INVB2B,"SHET, SPT","B-2-1b, B-3-1a, B-3-2a",275,INVERANAN BOUNDARY,56.326075,-4.724459,INVERANAN BOUNDARY 275kV
INVB2B,"SHET, SPT","B-2-1b, B-3-1a, B-3-2a",275,INVERARNAN BORDER NODE,56.326075,-4.724459,INVERARNAN BORDER NODE 275kV
INVE1J,SHET,"B-2-1a, B-2-2a",132,INVERARAY,56.262371,-5.041287,INVERARAY 132kV
INVE1K,SHET,"B-2-1a, B-2-2a",132,INVERARAY,56.262371,-5.041287,INVERARAY 132kV
INVR1-,SHET,"B-2-1a, B-3-1a, B-3-2a",132,INVERARNAN,56.326075,-4.724459,INVERARNAN 132kV
INVR1A,SHET,B-2-1a,132,INVERARNAN,56.326075,-4.724459,INVERARNAN 132kV
INVR1B,SHET,B-2-1a,132,INVERARNAN,56.326075,-4.724459,INVERARNAN 132kV
INVR1C,SHET,B-2-1a,132,INVERARNAN,56.326075,-4.724459,INVERARNAN 132kV
INVR1D,SHET,B-2-1a,132,INVERARNAN,56.326075,-4.724459,INVERARNAN 132kV
INVR1L,SHET,B-3-2a,132,INVERARNAN,56.326075,-4.724459,INVERARNAN 132kV
INVR1M,SHET,B-3-2a,132,INVERARNAN,56.326075,-4.724459,INVERARNAN 132kV
INVR2-,SPT,"B-2-1b, B-2-2b",275,INVERARNAN,56.326075,-4.724459,INVERARNAN 275kV
INWI1Q,SPT,"B-2-1b, B-2-2b",132,INNERWICK,58.44203861,-3.10513669,INNERWICK 132kV
INWI1R,SPT,"B-2-1b, B-2-2b",132,INNERWICK,58.44203861,-3.10513669,INNERWICK 132kV
IROA11,NGET,"B-2-1c, B-3-1c, B-4-1c",132,IRON ACTON,51.5698042,-2.4807198,IRON ACTON 132kV
IROA12,NGET,"B-2-1c, B-3-1c",132,IRON ACTON,51.5698042,-2.4807198,IRON ACTON 132kV
IROA13,NGET,"B-2-1c, B-3-1c",132,IRON ACTON,51.5698042,-2.4807198,IRON ACTON 132kV
IROA21,NGET,"B-2-1c, B-3-1c",275,IRON ACTON,51.5698042,-2.4807198,IRON ACTON 275kV
IRON11,NGET,"B-3-1c, B-4-1c",132,IRONBRIDGE,52.6319814,-2.514286,IRONBRIDGE 132kV
IRON12,NGET,"B-3-1c, B-4-1c",132,IRONBRIDGE,52.6319814,-2.514286,IRONBRIDGE 132kV
IRON13,NGET,B-3-1c,132,IRONBRIDGE,52.6319814,-2.514286,IRONBRIDGE 132kV
IRON41,NGET,"B-2-1c, B-3-1c, B-4-1c, B-4-2c",400,IRONBRIDGE,52.6319814,-2.514286,IRONBRIDGE 400kV
ISLI11,NGET,B-3-1c,132,ISLINGTON,51.5494141,-0.1146162,ISLINGTON 132kV
IVER11,NGET,B-3-1c,132,IVER,51.5441265,-0.4988656,IVER 132kV
IVER21,NGET,"B-2-1c, B-3-1c, B-4-1c",275,IVER,51.5441265,-0.4988656,IVER 275kV
IVER22,NGET,"B-2-1c, B-3-1c",275,IVER,51.5441265,-0.4988656,IVER 275kV
IVER2A,NGET,"B-2-1c, B-3-1c",275,IVER,51.5441265,-0.4988656,IVER 275kV
IVER4A,NGET,"B-2-1c, B-3-1c, B-4-1c",400,IVER,51.5441265,-0.4988656,IVER 400kV
IVER4B,NGET,"B-2-1c, B-3-1c, B-4-1c",400,IVER,51.5441265,-0.4988656,IVER 400kV
IVER61,NGET,B-3-1c,66,IVER,51.5441265,-0.4988656,IVER 66kV
JOHN1Q,SPT,"B-2-1b, B-2-2b, B-3-1b",132,JOHNSTONE,55.845725,-4.506404,JOHNSTONE 132kV
JOHN1R,SPT,"B-2-1b, B-2-2b, B-3-1b",132,JOHNSTONE,55.845725,-4.506404,JOHNSTONE 132kV
JOHN3-,SPT,B-3-1b,33,JOHNSTONE,55.845725,-4.506404,JOHNSTONE 33kV
JORD21,NGET,"B-2-1c, B-3-1c",275,JORDANTHORPE,53.3294925,-1.4580429,JORDANTHORPE 275kV
JORD31,NGET,"B-3-1c, B-4-1c",33,JORDANTHORPE,53.3294925,-1.4580429,JORDANTHORPE 33kV
JUNA1T,SPT,"B-2-1b, B-2-2b",132,JUNCTION A,,,JUNCTION A 132kV
JUNB1-,SPT,"B-2-1b, B-2-2b",132,JUNCTION B,,,JUNCTION B 132kV
JUNB1A,SPT,B-2-2b,132,JUNCTION B,,,JUNCTION B 132kV
JUNV1-,"NGET, SPT","B-2-1b, B-2-1c, B-2-2b, B-2-2c",132,JUNCTION V,54.9410775,-2.9615709,JUNCTION V 132kV
JUNV1A,SPT,B-2-2b,132,JUNCTION V,54.9410775,-2.9615709,JUNCTION V 132kV
KAIM2-,SPT,"B-2-1b, B-2-2b, B-3-1b",275,KAIMES,55.892623,-3.165958,KAIMES 275kV
KAIM3-,SPT,B-2-1b,33,KAIMES,55.892623,-3.165958,KAIMES 33kV
KAIM3A,SPT,"B-2-1b, B-3-1b",33,KAIMES,55.892623,-3.165958,KAIMES 33kV
KAIM3B,SPT,"B-2-1b, B-3-1b",33,KAIMES,55.892623,-3.165958,KAIMES 33kV
KEAD11,NGET,B-3-1c,132,KEADBY,53.5980619,-0.756208,KEADBY 132kV
KEAD41,NGET,"B-2-1c, B-2-2c, B-3-1c",400,KEADBY,53.5980619,-0.756208,KEADBY 400kV
KEAD42,NGET,"B-2-1c, B-3-1c",400,KEADBY,53.5980619,-0.756208,KEADBY 400kV
KEAD43,NGET,B-2-1c,400,KEADBY,53.5980619,-0.756208,KEADBY 400kV
KEAD44,NGET,B-2-1c,400,KEADBY,53.5980619,-0.756208,KEADBY 400kV
KEAD4C,NGET,"B-2-1c, B-2-2c, B-3-1c",400,KEADBY,53.5980619,-0.756208,KEADBY 400kV
KEAD4D,NGET,"B-2-1c, B-2-2c, B-3-1c",400,KEADBY,53.5980619,-0.756208,KEADBY 400kV
KEAR11,NGET,"B-3-1c, B-4-1c",132,KEARSLEY,53.5373491,-2.3584675,KEARSLEY 132kV
KEAR21,NGET,"B-2-1c, B-3-1c, B-4-1c",275,KEARSLEY,53.5373491,-2.3584675,KEARSLEY 275kV
KEAR31,NGET,B-3-1c,33,KEARSLEY,53.5373491,-2.3584675,KEARSLEY 33kV
KEAR41,NGET,"B-2-1c, B-3-1c",400,KEARSLEY,53.5373491,-2.3584675,KEARSLEY 400kV
KEIH3-,SPT,"B-2-1b, B-2-2b",33,KEITHSHILL,57.540349,-2.93959,KEITHSHILL 33kV
KEIT1-,SHET,"B-2-1a, B-2-2a, B-3-1a",132,KEITH,57.540349,-2.93959,KEITH 132kV
KEIT1J,SHET,B-2-1a,132,KEITH,57.540349,-2.93959,KEITH 132kV
KEIT1K,SHET,B-2-1a,132,KEITH,57.540349,-2.93959,KEITH 132kV
KEIT1M,SHET,B-2-2a,132,KEITH,57.540349,-2.93959,KEITH 132kV
KEIT1N,SHET,B-2-2a,132,KEITH,57.540349,-2.93959,KEITH 132kV
KEIT2Q,SHET,"B-2-1a, B-3-1a",275,KEITH,57.540349,-2.93959,KEITH 275kV
KEIT2R,SHET,"B-2-1a, B-3-1a",275,KEITH,57.540349,-2.93959,KEITH 275kV
KEIT3-,SHET,"B-2-1a, B-3-1a",33,KEITH,57.540349,-2.93959,KEITH 33kV
KEIT3A,SHET,"B-2-1a, B-3-1a",33,KEITH,57.540349,-2.93959,KEITH 33kV
KEMS11,NGET,B-3-1c,132,KEMSLEY,51.368296,0.7414657,KEMSLEY 132kV
KEMS41,NGET,"B-2-1c, B-3-1c",400,KEMSLEY,51.368296,0.7414657,KEMSLEY 400kV
KEMS4A,NGET,"B-2-1c, B-3-1c",400,KEMSLEY,51.368296,0.7414657,KEMSLEY 400kV
KEMS4B,NGET,"B-2-1c, B-3-1c",400,KEMSLEY,51.368296,0.7414657,KEMSLEY 400kV
KENE3-,SPT,B-3-1b,33,KENNOXHEAD WINDFARM EXTENSION,,,KENNOXHEAD WINDFARM EXTENSION 33kV
KENG41,NGET,B-2-1c,400,KENSAL GREEN,51.5262136,-0.2240412,KENSAL GREEN 400kV
KENN1-,SPT,"B-2-1b, B-2-2b, B-3-1b",132,KENNOXHEAD,,,KENNOXHEAD 132kV
KENN3-,SPT,B-3-1b,33,KENNOXHEAD,,,KENNOXHEAD 33kV
KEOO1-,SPT,"B-2-1b, B-2-2b, B-3-1b",132,KENDOON,55.163659,-4.191448,KENDOON 132kV
KEOO1Q,SPT,B-2-2b,132,KENDOON,55.163659,-4.191448,KENDOON 132kV
KEOO5-,SPT,B-3-1b,11,KENDOON,55.163659,-4.191448,KENDOON 11kV
KERG1-,SHET,B-2-1a,132,KERGORD,60.295037,-1.272665,KERGORD 132kV
KERG1A,SHET,B-2-2a,132,KERGORD,60.295037,-1.272665,KERGORD 132kV
KERG1B,SHET,B-2-2a,132,KERGORD,60.295037,-1.272665,KERGORD 132kV
KERG1J,SHET,"B-2-1a, B-2-2a",132,KERGORD,60.295037,-1.272665,KERGORD 132kV
KERG1K,SHET,"B-2-1a, B-2-2a",132,KERGORD,60.295037,-1.272665,KERGORD 132kV
KERG1L,SHET,B-2-2a,132,KERGORD,60.295037,-1.272665,KERGORD 132kV
KERG1M,SHET,B-2-2a,132,KERGORD,60.295037,-1.272665,KERGORD 132kV
KERG1N,SHET,B-2-2a,132,KERGORD,60.295037,-1.272665,KERGORD 132kV
KERG1P,SHET,B-2-1a,132,KERGORD,60.295037,-1.272665,KERGORD 132kV
KERG1Q,SHET,B-2-1a,132,KERGORD,60.295037,-1.272665,KERGORD 132kV
KERG1R,SHET,B-2-1a,132,KERGORD,60.295037,-1.272665,KERGORD 132kV
KERG1T,SHET,B-2-1a,132,KERGORD,60.295037,-1.272665,KERGORD 132kV
KERG1U,SHET,B-2-2a,132,KERGORD,60.295037,-1.272665,KERGORD 132kV
KERG1V,SHET,B-2-2a,132,KERGORD,60.295037,-1.272665,KERGORD 132kV
KERG1W,SHET,B-2-2a,132,KERGORD,60.295037,-1.272665,KERGORD 132kV
KIBY11,NGET,"B-3-1c, B-4-1c",132,KIRKBY,53.4692134,-2.8477432,KIRKBY 132kV
KIBY21,NGET,"B-2-1c, B-3-1c",275,KIRKBY,53.4692134,-2.8477432,KIRKBY 275kV
KIER1Q,SPT,"B-2-1b, B-3-1b",132,KILLERMONT,55.903561,-4.310545,KILLERMONT 132kV
KIER1R,SPT,"B-2-1b, B-3-1b",132,KILLERMONT,55.903561,-4.310545,KILLERMONT 132kV
KIER3-,SPT,B-3-1b,33,KILLERMONT,55.903561,-4.310545,KILLERMONT 33kV
KIIN1-,SHET,"B-2-1a, B-3-1a",132,KILLIN,56.47743,-4.330265,KILLIN 132kV
KIIN3-,SHET,B-3-1a,33,KILLIN,56.47743,-4.330265,KILLIN 33kV
KILB1Q,SPT,"B-2-1b, B-3-1b",132,KILBOWIE,55.918631,-4.410667,KILBOWIE 132kV
KILB1R,SPT,"B-2-1b, B-3-1b",132,KILBOWIE,55.918631,-4.410667,KILBOWIE 132kV
KILB3-,SPT,B-3-1b,33,KILBOWIE,55.918631,-4.410667,KILBOWIE 33kV
KILB5-,SPT,B-3-1b,11,KILBOWIE,55.918631,-4.410667,KILBOWIE 11kV
KILC1Q,SHET,"B-2-1a, B-2-2a",132,KILLIN CASCADE GROUP,56.47743,-4.330265,KILLIN CASCADE GROUP 132kV
KILG2-,SPT,"B-2-1b, B-3-1b, B-4-1b",275,KILGALLIOCH,55.05012,-4.764746,KILGALLIOCH 275kV
KILG3A,SPT,B-3-1b,33,KILGALLIOCH,55.05012,-4.764746,KILGALLIOCH 33kV
KILG3B,SPT,B-3-1b,33,KILGALLIOCH,55.05012,-4.764746,KILGALLIOCH 33kV
KILG3C,SPT,B-3-1b,33,KILGALLIOCH,55.05012,-4.764746,KILGALLIOCH 33kV
KILL41,NGET,B-2-1c,400,KILLINGHOLME,53.6557283,-0.2572151,KILLINGHOLME 400kV
KILO1-,SHET,"B-2-1a, B-3-1a",132,KINLOCHLEVEN,56.199227,-3.039718,KINLOCHLEVEN 132kV
KILO3-,SHET,B-3-1a,33,KINLOCHLEVEN,56.199227,-3.039718,KINLOCHLEVEN 33kV
KILS1-,SPT,"B-2-1b, B-3-1b",132,KILMARNOCK SOUTH,55.575961,-4.46573,KILMARNOCK SOUTH 132kV
KILS2-,SPT,"B-2-1b, B-2-2b, B-3-1b",275,KILMARNOCK SOUTH,55.575961,-4.46573,KILMARNOCK SOUTH 275kV
KILS3-,SPT,B-3-1b,33,KILMARNOCK SOUTH,55.575961,-4.46573,KILMARNOCK SOUTH 33kV
KILS3U,SPT,B-4-1b,33,KILMARNOCK SOUTH,55.575961,-4.46573,KILMARNOCK SOUTH 33kV
KILS3X,SPT,B-4-1b,33,KILMARNOCK SOUTH,55.575961,-4.46573,KILMARNOCK SOUTH 33kV
KILS4-,SPT,"B-2-1b, B-2-2b, B-3-1b",400,KILMARNOCK SOUTH,55.575961,-4.46573,KILMARNOCK SOUTH 400kV
KILS4T,SPT,"B-2-1b, B-2-2b, B-3-1b",400,KILMARNOCK SOUTH,55.575961,-4.46573,KILMARNOCK SOUTH 400kV
KILT2Q,SPT,"B-2-1b, B-2-2b, B-3-1b",275,KILMARNOCK TOWN,55.598214,-4.495533,KILMARNOCK TOWN 275kV
KILT2R,SPT,"B-2-1b, B-2-2b, B-3-1b",275,KILMARNOCK TOWN,55.598214,-4.495533,KILMARNOCK TOWN 275kV
KILT3A,SPT,B-3-1b,33,KILMARNOCK TOWN,55.598214,-4.495533,KILMARNOCK TOWN 33kV
KILW1Q,SPT,"B-2-1b, B-3-1b",132,KILWINNING,55.664774,-4.68125,KILWINNING 132kV
KILW1R,SPT,"B-2-1b, B-3-1b",132,KILWINNING,55.664774,-4.68125,KILWINNING 132kV
KILW3-,SPT,B-3-1b,33,KILWINNING,55.664774,-4.68125,KILWINNING 33kV
KINA2J,SHET,"B-2-1a, B-2-2a, B-4-1a, B-4-2a",275,KINARDOCHY,,,KINARDOCHY 275kV
KINA2K,SHET,"B-2-1a, B-2-2a, B-4-1a, B-4-2a",275,KINARDOCHY,,,KINARDOCHY 275kV
KINA4A,SHET,"B-2-2a, B-3-2a, B-4-2a",400,KINARDOCHY,,,KINARDOCHY 400kV
KINA4B,SHET,"B-2-2a, B-3-2a, B-4-2a",400,KINARDOCHY,,,KINARDOCHY 400kV
KINB2J,"SHET, SPT","B-2-1a, B-2-1b, B-2-2a, B-2-2b",275,KINCARDINE BOUNDARY,56.074851,-3.733304,KINCARDINE BOUNDARY 275kV
KINB2J,"SHET, SPT","B-2-1a, B-2-1b, B-2-2a, B-2-2b",275,KINCARDINE BORDER NODE,56.074851,-3.733304,KINCARDINE BORDER NODE 275kV
KINB2K,"SHET, SPT","B-2-1a, B-2-1b, B-2-2a, B-2-2b",275,KINCARDINE BOUNDARY,56.074851,-3.733304,KINCARDINE BOUNDARY 275kV
KINB2K,"SHET, SPT","B-2-1a, B-2-1b, B-2-2a, B-2-2b",275,KINCARDINE BORDER NODE,56.074851,-3.733304,KINCARDINE BORDER NODE 275kV
KINB4J,"SHET, SPT","B-2-2a, B-2-2b",400,KINCARDINE BOUNDARY,56.074851,-3.733304,KINCARDINE BOUNDARY 400kV
KINB4J,"SHET, SPT","B-2-2a, B-2-2b",400,KINCARDINE BORDER NODE,56.074851,-3.733304,KINCARDINE BORDER NODE 400kV
KINB4K,"SHET, SPT","B-2-2a, B-2-2b",400,KINCARDINE BOUNDARY,56.074851,-3.733304,KINCARDINE BOUNDARY 400kV
KINB4K,"SHET, SPT","B-2-2a, B-2-2b",400,KINCARDINE BORDER NODE,56.074851,-3.733304,KINCARDINE BORDER NODE 400kV
KINC2-,SPT,"B-2-1b, B-2-2b, B-4-2b",275,KINCARDINE,56.074851,-3.733304,KINCARDINE 275kV
KINC4Q,SPT,B-2-2b,400,KINCARDINE,56.074851,-3.733304,KINCARDINE 400kV
KINM2A,SHET,B-2-2a,275,KINMUCK,,,KINMUCK 275kV
KINM2B,SHET,B-2-2a,275,KINMUCK,,,KINMUCK 275kV
KINM2C,SHET,B-2-2a,275,KINMUCK,,,KINMUCK 275kV
KINN2A,SPT,"B-2-2b, B-3-2b",275,KINCARDINE NORTH,56.074851,-3.733304,KINCARDINE NORTH 275kV
KINN2B,SPT,"B-2-2b, B-3-2b",275,KINCARDINE NORTH,56.074851,-3.733304,KINCARDINE NORTH 275kV
KINN4-,SPT,"B-2-2b, B-3-2b",400,KINCARDINE NORTH,56.074851,-3.733304,KINCARDINE NORTH 400kV
KINO11,NGET,B-3-1c,132,KINGSNORTH,51.4185692,0.5983932,KINGSNORTH 132kV
KINO41,NGET,"B-2-1c, B-2-2c, B-3-1c, B-4-1c",400,KINGSNORTH,51.4185692,0.5983932,KINGSNORTH 400kV
KINT1-,SHET,"B-2-1a, B-3-1a, B-3-2a, B-4-1a",132,KINTORE,57.219714,-2.381126,KINTORE 132kV
KINT1B,SHET,"B-2-1a, B-4-1a",132,KINTORE,57.219714,-2.381126,KINTORE 132kV
KINT1P,SHET,B-2-1a,132,KINTORE,57.219714,-2.381126,KINTORE 132kV
KINT1R,SHET,B-2-1a,132,KINTORE,57.219714,-2.381126,KINTORE 132kV
KINT1T,SHET,B-2-1a,132,KINTORE,57.219714,-2.381126,KINTORE 132kV
KINT1U,SHET,B-2-1a,132,KINTORE,57.219714,-2.381126,KINTORE 132kV
KINT2J,SHET,"B-2-1a, B-2-2a, B-3-1a",275,KINTORE,57.219714,-2.381126,KINTORE 275kV
KINT2K,SHET,"B-2-1a, B-2-2a, B-3-1a, B-3-2a",275,KINTORE,57.219714,-2.381126,KINTORE 275kV
KINT2L,SHET,B-2-2a,275,KINTORE,57.219714,-2.381126,KINTORE 275kV
KINT2M,SHET,B-2-2a,275,KINTORE,57.219714,-2.381126,KINTORE 275kV
KINT3-,SHET,"B-3-1a, B-3-2a",33,KINTORE,57.219714,-2.381126,KINTORE 33kV
KINT3W,SHET,B-4-1a,33,KINTORE,57.219714,-2.381126,KINTORE 33kV
KINT3Y,SHET,B-4-1a,33,KINTORE,57.219714,-2.381126,KINTORE 33kV
KINT4J,SHET,"B-2-1a, B-2-2a, B-3-1a",400,KINTORE,57.219714,-2.381126,KINTORE 400kV
KINT4K,SHET,"B-2-1a, B-2-2a, B-3-1a",400,KINTORE,57.219714,-2.381126,KINTORE 400kV
KION1-,SHET,"B-2-2a, B-3-2a",132,KILMORACK NORTH,,,KILMORACK NORTH 132kV
KION1A,SHET,B-2-2a,132,KILMORACK NORTH,,,KILMORACK NORTH 132kV
KION1B,SHET,B-2-2a,132,KILMORACK NORTH,,,KILMORACK NORTH 132kV
KION5-,SHET,B-3-2a,11,KILMORACK NORTH,,,KILMORACK NORTH 11kV
KIOR1Q,SHET,"B-2-1a, B-2-2a, B-3-1a, B-3-2a",132,KILMORACK,,,KILMORACK 132kV
KIOR5-,SHET,"B-3-1a, B-3-2a",11,KILMORACK,,,KILMORACK 11kV
KIRK11,NGET,B-3-1c,132,KIRKSTALL,53.8062487,-1.598063,KIRKSTALL 132kV
KIRK21,NGET,"B-2-1c, B-3-1c, B-4-1c",275,KIRKSTALL,53.8062487,-1.598063,KIRKSTALL 275kV
KIRK2A,NGET,"B-2-1c, B-3-1c",275,KIRKSTALL,53.8062487,-1.598063,KIRKSTALL 275kV
KITW11,NGET,B-3-1c,132,KITWELL,52.4307804,-2.0138725,KITWELL 132kV
KITW21,NGET,"B-2-1c, B-3-1c",275,KITWELL,52.4307804,-2.0138725,KITWELL 275kV
KLYN41,NGET,B-2-2c,400,KINGS LYNN,52.726717,0.378784,KINGS LYNN 400kV
KNAR11,NGET,B-3-1c,132,KNARESBOROUGH,54.0312689,-1.4878477,KNARESBOROUGH 132kV
KNAR21,NGET,"B-2-1c, B-2-2c, B-3-1c",275,KNARESBOROUGH,54.0312689,-1.4878477,KNARESBOROUGH 275kV
KNOC1J,SHET,"B-2-1a, B-2-2a, B-3-1a",132,KNOCKNAGAEL,57.423289,-4.24606,KNOCKNAGAEL 132kV
KNOC2J,SHET,"B-2-1a, B-2-2a, B-3-1a",275,KNOCKNAGAEL,57.423289,-4.24606,KNOCKNAGAEL 275kV
KNOC2K,SHET,"B-2-1a, B-2-2a, B-3-1a",275,KNOCKNAGAEL,57.423289,-4.24606,KNOCKNAGAEL 275kV
KNOC2L,SHET,"B-2-1a, B-2-2a",275,KNOCKNAGAEL,57.423289,-4.24606,KNOCKNAGAEL 275kV
KNOC2M,SHET,"B-2-1a, B-2-2a",275,KNOCKNAGAEL,57.423289,-4.24606,KNOCKNAGAEL 275kV
KNOC2N,SHET,"B-2-1a, B-2-2a",275,KNOCKNAGAEL,57.423289,-4.24606,KNOCKNAGAEL 275kV
KNOC2P,SHET,"B-2-1a, B-2-2a",275,KNOCKNAGAEL,57.423289,-4.24606,KNOCKNAGAEL 275kV
KNOK1-,SPT,"B-2-2b, B-3-2b",132,KNOCKODHAR,,,KNOCKODHAR 132kV
KNOK3-,SPT,B-3-2b,33,KNOCKODHAR,,,KNOCKODHAR 33kV
KNSH1-,SPT,B-2-2b,132,KNOCKSHEE,,,KNOCKSHEE 132kV
KRKN1-,SHET,"B-2-2a, B-3-2a",132,KIRKTON,55.89003407,-3.5360442,KIRKTON 132kV
KRKN3-,SHET,B-3-2a,33,KIRKTON,55.89003407,-3.5360442,KIRKTON 33kV
KYPE1-,SPT,"B-2-1b, B-3-1b",132,KYPE MUIR,,,KYPE MUIR 132kV
KYPE3-,SPT,B-3-1b,33,KYPE MUIR,,,KYPE MUIR 33kV
KYPE3A,SPT,"B-2-1b, B-3-1b",33,KYPE MUIR,,,KYPE MUIR 33kV
LACK21,NGET,"B-2-1c, B-3-1c",275,LACKENBY,54.5669706,-1.1317392,LACKENBY 275kV
LACK2A,NGET,"B-2-1c, B-3-1c",275,LACKENBY,54.5669706,-1.1317392,LACKENBY 275kV
LACK2B,NGET,"B-2-1c, B-3-1c",275,LACKENBY,54.5669706,-1.1317392,LACKENBY 275kV
LACK2C,NGET,B-2-1c,275,LACKENBY,54.5669706,-1.1317392,LACKENBY 275kV
LACK41,NGET,"B-2-1c, B-3-1c, B-4-2c",400,LACKENBY,54.5669706,-1.1317392,LACKENBY 400kV
LACK61,NGET,B-3-1c,66,LACKENBY,54.5669706,-1.1317392,LACKENBY 66kV
LAGA41,NGET,B-2-1c,400,LANGAGE,50.3890502,-4.0127325,LANGAGE 400kV
LAGG1Q,SHET,B-2-1a,132,LAGGAN,,,LAGGAN 132kV
LAGG1R,SHET,B-2-1a,132,LAGGAN,,,LAGGAN 132kV
LAIR1-,SHET,"B-2-1a, B-3-1a",132,LAIRG,58.030448,-4.393637,LAIRG 132kV
LAIR3-,SHET,B-3-1a,33,LAIRG,58.030448,-4.393637,LAIRG 33kV
LAIS1A,SHET,B-2-2a,132,LAIRG SOUTH,58.030448,-4.393637,LAIRG SOUTH 132kV
LAIS1B,SHET,"B-2-2a, B-3-2a",132,LAIRG SOUTH,58.030448,-4.393637,LAIRG SOUTH 132kV
LAIS3-,SHET,B-3-2a,33,LAIRG SOUTH,58.030448,-4.393637,LAIRG SOUTH 33kV
LALE11,NGET,B-3-1c,132,LALEHAM,51.4237679,-0.4706191,LALEHAM 132kV
LALE21,NGET,"B-2-1c, B-3-1c, B-4-1c",275,LALEHAM,51.4237679,-0.4706191,LALEHAM 275kV
LALE31,NGET,B-3-1c,33,LALEHAM,51.4237679,-0.4706191,LALEHAM 33kV
LAMB2-,SPT,"B-2-1b, B-2-2b",275,LAMBHILL,55.903759,-4.25548,LAMBHILL 275kV
LAMB2T,SPT,"B-2-1b, B-2-2b",275,LAMBHILL,55.903759,-4.25548,LAMBHILL 275kV
LAMB4T,SPT,B-2-2b,400,LAMBHILL,55.903759,-4.25548,LAMBHILL 400kV
LAND11,NGET,"B-3-1c, B-4-1c",132,LANDULPH,50.4450473,-4.2426418,LANDULPH 132kV
LAND41,NGET,"B-2-1c, B-3-1c, B-4-1c",400,LANDULPH,50.4450473,-4.2426418,LANDULPH 400kV
LAND42,NGET,"B-2-1c, B-3-1c, B-4-1c",400,LANDULPH,50.4450473,-4.2426418,LANDULPH 400kV
LEGA11,NGET,B-3-1c,132,LEGACY,53.028528,-3.0538035,LEGACY 132kV
LEGA41,NGET,"B-2-1c, B-3-1c, B-4-1c",400,LEGACY,53.028528,-3.0538035,LEGACY 400kV
LEGA4A,NGET,"B-2-1c, B-3-1c",400,LEGACY,53.028528,-3.0538035,LEGACY 400kV
LEGA4B,NGET,"B-2-1c, B-3-1c",400,LEGACY,53.028528,-3.0538035,LEGACY 400kV
LEGO1Q,SPT,"B-2-2b, B-3-2b",132,LESMAHAGOW,55.64199981,-3.8799955,LESMAHAGOW 132kV
LEGO1R,SPT,"B-2-2b, B-3-2b",132,LESMAHAGOW,55.64199981,-3.8799955,LESMAHAGOW 132kV
LEGO3-,SPT,B-3-2b,33,LESMAHAGOW,55.64199981,-3.8799955,LESMAHAGOW 33kV
LEIB4A,NGET,B-2-1c,400,LEIGHTON BUZZARD,51.9045457,-0.677664,LEIGHTON BUZZARD 400kV
LEIB4B,NGET,B-2-1c,400,LEIGHTON BUZZARD,51.9045457,-0.677664,LEIGHTON BUZZARD 400kV
LEIS11,NGET,"B-2-1c, B-3-1c",132,LEISTON,52.2080432,1.611175,LEISTON 132kV
LEIS4A,NGET,"B-2-1c, B-3-1c",400,LEISTON,52.2080432,1.611175,LEISTON 400kV
LEMR11,NGET,"B-2-1c, B-3-1c",132,LEA MARSTON,52.5286693,-1.708762,LEA MARSTON 132kV
LETH1-,SPT,"B-2-2b, B-3-2b",132,LETHANS,,,LETHANS 132kV
LETH3-,SPT,B-3-2b,33,LETHANS,,,LETHANS 33kV
LEVE1Q,SPT,"B-2-1b, B-3-1b",132,LEVEN,56.199227,-3.039718,LEVEN 132kV
LEVE1R,SPT,"B-2-1b, B-3-1b",132,LEVEN,56.199227,-3.039718,LEVEN 132kV
LEVE3-,SPT,B-3-1b,33,LEVEN,56.199227,-3.039718,LEVEN 33kV
LEVT1Q,SPT,B-2-1b,132,LEVEN TEE,56.199227,-3.039718,LEVEN TEE 132kV
LEVT1R,SPT,B-2-1b,132,LEVEN TEE,56.199227,-3.039718,LEVEN TEE 132kV
LEWI1J,SHET,"B-2-2a, B-3-2a",132,LEWIS SUBSTATION,,,LEWIS SUBSTATION 132kV
LEWI1K,SHET,"B-2-2a, B-3-2a",132,LEWIS SUBSTATION,,,LEWIS SUBSTATION 132kV
LEWI4-,SHET,B-2-2a,400,LEWIS SUBSTATION,,,LEWIS SUBSTATION 400kV
