Site Name,Site Code,latitude,longitude,Verified?
OSBA - Osbaldwick Substation,OSBA,53.9567936,-1.0225329,Yes
OSBT - Osbaldwick Tee Substation,OSBT,53.956585,-1.022551,Yes
OVER - Overton Substation,OVER,54.003644,-1.156076,Yes
PADI - Padiham Substation 400,PADI,53.7953553,-2.321083,Yes
PAFB - Patford Bridge Substation,PAFB,52.2916052,-1.0552264,Yes
PAIS - PAISLEY Substation,PAIS,55.840247,-4.412598,Yes
PART - PARTICK Substation,PART,55.869412,-4.316155,Yes
PEHE - PETERHEAD Substation,PEHE,57.474089,-1.797549,Yes
PEHG - PETERHEAD GRANGE Substation,PEHG,57.508741,-1.806307,Yes
PELH - Pelham Substation,PELH,51.9351431,0.1186843,Yes
PEMB - Pembroke Substation,PEMB,51.6820797,-4.9904617,Yes
PENE - Penwortham East/West Substation,PENE,53.7463378,-2.7566,Yes
PENI - Penisarwaun Substation,PENI,53.154192,-4.177738,Yes
Unknown - from ETYS,PENM,53.290161,-3.574858,Yes
PENN - Penn Substation,PENN,52.5569243,-2.2097993,Yes
PENT - Pentir Substation,PENT,53.1875703,-4.1579717,Yes
PENW - Penwortham West Substation,PENW,53.744952,-2.758149,Yes
PERH - Penrhos Substation,PERH,53.2946706,-4.5985732,Yes
PERS - PERSLEY Substation,PERS,57.174656,-2.139191,Yes
PEWO - Penwortham Substation,PEWO,53.7432543,-2.7561478,Yes
PITS - Pitsmoor Substation,PITS,53.4007401,-1.4437,Yes
POAB - Pont Abraham Substation,POAB,51.747823,-4.066795,Yes
POPP - Poppleton Substation,POPP,53.9750619,-1.1316572,Yes
PORA - PORT ANN Substation,PORA,56.028608,-5.356663,Yes
PORD - PORT DUNDAS Substation,PORD,55.874116,-4.255687,Yes
PORH - Port Ham Substation,PORH,51.8791857,-2.2538966,Yes
POWO - Porters Wood  Substation,POWO,51.772627,-0.332743,Yes
PUDM - Pudding Mill Lane Substation,PUDM,51.531387,-0.014417,Yes
PURI - Puriton Tee Substation,PURI,51.169386,-2.972442,Yes
PYLE - Pyle Substation,PYLE,51.5359037,-3.687792,Yes
Unknown - from ETYS,QUER,54.047049,-2.741793,Yes
QUOI - QUOICH Substation,QUOI,57.062778,-5.123515,Yes
RAIN - Rainhill Substation,RAIN,53.4212031,-2.7388516,Yes
RANN - RANNOCH Substation,RANN,56.693274,-4.401459,Yes
RASS - Rassau Substation,RASS,51.808329,-3.226677,Yes
RATS - Ratcliffe On Soar Substation,RATS,52.8637671,-1.2559919,Yes
RAYL - Rayleigh Substation,RAYL,51.5940746,0.5664544,Yes
RAYM - Rayleigh Main Substation,RAYM,51.5936524,0.5685032,Yes
REBR - Redbridge Substation,REBR,51.5885437,0.0429943,Yes
REDH - REDHOUSE Substation,REDH,56.14607,-3.146104,Yes
REDM - REDMOSS Substation,REDM,57.108523,-2.092207,Yes
RHIG - Rhigos Substation,RHIG,51.7465632,-3.5449697,Yes
RICB - RICHBOROUGH B Substation,RICB,51.309651,1.345345,Yes
Richborough,RICH,51.31155,1.34414,Yes
ROCH - Rochdale Substation,ROCH,53.6219454,-2.2168146,Yes
ROCK - Rocksavage Substation,ROCK,53.3149759,-2.7249682,Yes
RORE - ROBIN RIGG EAST ONSHORE Substation,RORE,54.649516,-3.510431,Yes
RORW - ROBIN RIGG WEST ONSHORE Substation,RORW,54.662681,-3.547388,Yes
ROTI - ROTHIENORMAN Substation,ROTI,57.408173,-2.515934,Yes
ROWD - Rowdown Substation,ROWD,51.3519169,-0.0035626,Yes
RUGE - Rugeley Substation,RUGE,52.7566748,-1.9149739,Yes
RYEH - Rye House Substation,RYEH,51.7590371,0.0085411,Yes
RYHA - Ryhall Substation,RYHA,52.686609,-0.45843,Yes
SACO - SALTCOATS Substation,SACO,55.64673,-4.796628,Yes
SAEN - Salt End North Substation,SAEN,53.7419706,-0.2384976,Yes
SAES - Salt End South Substation,SAES,53.7371555,-0.2428977,Yes
SAFO - Sandford,SAFO,51.339276,-2.841273,Yes
SALH - Saltholme Substation,SALH,54.6055098,-1.2377826,Yes
SALL - Salle Substation,SALL,52.57327,1.27176,Yes
SASA - St Asaph Substation,SASA,53.251551,-3.477292,Yes
SEAB - Seabank Substation,SEAB,51.5371121,-2.6700204,Yes
SELL - Sellindge Substation,SELL,51.1065066,0.976096,Yes
SFEE - ST FERGUS EAST Substation,SFEE,57.57544,-1.855522,Yes
SFER - ST FERGUS Substation,SFER,57.574137,-1.849078,Yes
SHBA - South Humberbank Substation,SHBA,53.6013637,-0.1462557,Yes
SHEC - Sheffield City Substation,SHEC,53.3747289,-1.4786245,Yes
SHEE - Sheerness Substation,SHEE,51.434574,0.767132,Yes
SHIN - SHIN Substation,SHIN,57.943622,-4.414325,Yes
SHRE - Shrewsbury Substation,SHRE,52.709027,-2.6927825,Yes
SHRU - SHRUBHILL Substation,SHRU,55.965474,-3.185627,Yes
SHUR - Shurton Substation,SHUR,51.203884,-3.13685,Yes
SING - Singlewell Substation,SING,51.4050233,0.3923595,Yes
SIZE - Sizewell Substation,SIZE,52.2150044,1.616508,Yes
SJOW - St Johns Wood Substation,SJOW,51.5275172,-0.1695604,Yes
SKLG - Skelton Grange Substation,SKLG,53.7769054,-1.4968681,Yes
SLOY - SLOY Substation,SLOY,56.245548,-4.728977,Yes
SMAN - South Manchester Substation,SMAN,53.4202883,-2.2762848,Yes
SMEA - SMEATON Substation,SMEA,55.908509,-3.037632,Yes
SPAV - SPANGO VALLEY Substation,SPAV,55.937153,-4.813294,Yes
SPEN - Spennymoor Substation,SPEN,54.7055445,-1.554805,Yes
SPIT - SPITTAL Substation,SPIT,58.480125,-3.453938,Yes
SPLN - Spalding North Substation,SPLN,52.8057902,-0.1333199,Yes
SSHI - South Shields Substation,SSHI,54.9733935,-1.4494866,Yes
STAH - Stanah Substation,STAH,53.8788231,-2.9878141,Yes
STAL - Stalybridge Substation,STAL,53.493655,-2.0412602,Yes
STAY - Staythorpe Substation,STAY,53.0774926,-0.868978,Yes
STEN - Stella North Substation,STEN,54.9780659,-1.724499,Yes
STES - Stella South Substation,STES,54.974362,-1.7325261,Yes
STEW - Stella West Substation,STEW,54.9776584,-1.7422205,Yes
STHA - STRATHAVEN Substation,STHA,55.75223,-4.081786,Yes
STIR - STIRLING Substation,STIR,56.116906,-3.92004,Yes
STLE - STRATHLEVEN Substation,STLE,55.961748,-4.56281,Yes
STOB - Stoke Bardolph Substation,STOB,52.9597713,-1.0506411,Yes
STRI - STRICHEN Substation,STRI,57.58641,-2.069419,Yes
STRL - STRONELAIRG WIND FARM (SSE) Substation,STRL,57.094671,-4.433875,Yes
STSB - Stocksbridge Substation,STSB,53.487747,-1.6019806,Yes
STWB - Stella West Boundary Node,STWB,55.652386,-2.247632,Yes
STYC - Staythorpe C Substation,STYC,53.0774926,-0.868978,Yes
SUND - Sundon Substation,SUND,51.9363321,-0.5030143,Yes
SWAN - Swansea North Substation,SWAN,51.6894183,-3.9567522,Yes
TADT - Tadcaster Tee Substation,TADT,53.881023,-1.26554,Yes
TARL - TARLAND Substation,TARL,57.152177,-2.787705,Yes
TAUN - Taunton Substation,TAUN,51.0169663,-3.1551264,Yes
TAYN - TAYNUILT Substation,TAYN,56.430211,-5.214472,Yes
TEAL - TEALING Substation,TEAL,51.501918,-0.297172,Yes
TELR - TELFORD ROAD Substation,TELR,55.961832,-3.243143,Yes
TEMP - Templeborough Substation,TEMP,53.4120603,-1.3858386,Yes
THOM - Thorpe Marsh Substation,THOM,53.5755874,-1.0891464,Yes
THTO - Thornton Substation,THTO,53.900346,-0.8221173,Yes
THUR - Thurcroft Substation,THUR,53.4049216,-1.2685425,Yes
THUS - THURSO SOUTH Substation,THUS,58.563685,-3.510185,Yes
TILB - Tilbury Substation,TILB,51.4602998,0.3937219,Yes
TILN - TILBURY NORTH Substation,TILN,51.461325,0.391911,Yes
TINP - Tinsley Park Substation,TINP,53.4011496,-1.3946229,Yes
TODP - Tod Point Substation,TODP,54.606486,-1.1166973,Yes
TOMT - TOMATIN Substation,TOMT,57.301446,-4.06805,Yes
TONG - TONGLAND Substation,TONG,54.861565,-4.034444,Yes
TORN - TORNESS Substation,TORN,55.966323,-2.410999,Yes
TOTT - Tottenham Substation,TOTT,51.6045153,-0.0476486,Yes
TRAW - Trawsfynydd Substation,TRAW,52.9264028,-3.9454574,Yes
TREM - Tremorfa Substation,TREM,51.4817266,-3.130704,Yes
Unknown - from ETYS,TREU,53.11095,-3.120619,Yes
TUMM - TUMMEL Substation,TUMM,56.706809,-4.029493,Yes
TWIN - Twinstead Substation,TWIN,52.001766,0.686246,Yes
TWST - Twinstead Substation,TWST,52.001766,0.686246,Yes
TYNE - Tynemouth Substation,TYNE,55.0236892,-1.5006349,Yes
UPPB - Upper Boat Substation,UPPB,51.5740518,-3.3004189,Yes
USKM - Uskmouth Substation,USKM,51.547106,-2.9785863,Yes
WALH - Walham Substation,WALH,51.8791857,-2.2538966,Yes
WALP - Walpole Substation,WALP,52.7266087,0.198039,Yes
WALX - Waltham Cross Substation,WALX,51.7148498,-0.0111739,Yes
WARL - Warley Substation,WARL,51.5528382,0.3013681,Yes
WASF - Washway Farm Substation,WASF,53.5626018,-2.8195672,Yes
WATS - Watford South Substation,WATS,51.6430281,-0.4041122,Yes
WBOL - West Boldon Substation,WBOL,54.9401114,-1.4704043,Yes
WBUR - West Burton Substation,WBUR,53.3592,-0.8094313,Yes
WEAV - Weaver Junction Substation,WEAV,53.241712,-2.553899,Yes
WEMA - Weston Marsh Substation,WEMA,53.313641,-2.741038,Yes
WERO - WESTERMOST ROUGH ONSHORE Substation,WERO,53.804455,0.13306,Yes
WFIE - WESTFIELD Substation,WFIE,56.163611,-3.302635,Yes
WGEO - WEST GEORGE STREET Substation,WGEO,55.863114,-4.266512,Yes
WHAM - West Ham Substation,WHAM,51.5196012,0.0007427,Yes
WHGA - Whitegate Substation,WHGA,53.5287802,-2.1672396,Yes
WHHO - WHITEHOUSE Substation,WHHO,55.931106,-3.201354,Yes
WHSO - Whitson Substation,WHSO,51.5648401,-2.9086721,Yes
WHTL - WHISTLEFIELD Substation,WHTL,56.089591,-4.840147,Yes
WIBA - Wincobank Substation,WIBA,53.4158694,-1.4139102,Yes
WIEN - Willenhall Substation,WIEN,52.5778281,-2.049524,Yes
WILE - Willington East Substation,WILE,52.8556191,-1.5526581,Yes
WILL - Willington Substation,WILL,52.8554027,-1.5467397,Yes
WILT - Wilton Substation,WILT,54.5757588,-1.131802,Yes
WIMB - Wimbledon Substation,WIMB,51.4311053,-0.1891664,Yes
WIOW - WILLOWDALE Substation,WIOW,57.153871,-2.096382,Yes
WISD - Willesden Substation,WISD,51.5346202,-0.2571631,Yes
WISH - WISHAW Substation,WISH,55.764983,-3.930039,Yes
WIYH - WINDYHILL Substation,WIYH,55.931483,-4.375255,Yes
WLEE - WHITELEE Substation,WLEE,55.695506,-4.172496,Yes
WMEL - West Melton Substation,WMEL,53.5014514,-1.3769872,Yes
WOHI - WOODHILL Substation,WOHI,57.154412,-2.146853,Yes
WTHU - West Thurrock Substation,WTHU,51.4709407,0.2879999,Yes
WWEY - West Weybridge Substation,WWEY,51.3533945,-0.4795813,Yes
WYLF - Wylfa Substation,WYLF,53.4152234,-4.4802499,Yes
WYLS - WYLFA SOUTH Substation,WYLS,53.416176,-4.480566,Yes
WYMO - Wymondley Substation,WYMO,51.927188,-0.2502763,Yes
YAXL - Yaxley Substation,YAXL,52.332972,1.104614,Yes
YORK - York North Substation,YORK,53.956585,-1.022551,Yes
AIGAS HYDRO,AIGA,57.42868491,-4.57719052,No
AIGAS NORTH,AIGN,57.42868491,-4.57719052,No
AN SUIDHE NORTH,ANSN,56.197996,-5.14562,No
ARECLEOCH EXTENSION,AREX,56.514357,-3.042757,No
ARMADALE,ARMA,55.89412626,-3.69655529,No
ALYTH SOLAR AND BATTERY STORAGE,ASBS,56.609016,-3.165107,No
AYRE OFFSHORE WIND FARM,AYRE,55.457495,-4.588131,No
AYRSHIRE GRID COLLECTOR,AYRS,55.457495,-4.588131,No
BAILLIE GREENER GRID PARK,BAGP,57.08537932,-2.34646426,No
BIGGLESWADE,BIGG,52.08144281,-0.26356608,No
BLACKHILLOCK BATTERY STORAGE,BLBS,57.525091,-2.948363,No
BHLARAIDH EXTENSION,BLEX,57.24461,-4.703979,No
BLACKCRAIG SOUTH,BLKS,55.129098,-4.057185,No
BONNYBRIDGE BORDER NODE,BONB,56.007832,-3.860677,No
BARROW OFFSHORE,BOSW,54.123869,-3.230005,No
BRIDGE OF DUN,BRID,56.72016178,-2.55697061,No
BROKEN CROSS TEE,BROT,51.921883,-2.590319,No
WEST OF DUDDON SANDS ONSHORE,Ball,53.18097667,-2.72490831,No
CARNTYNE,CATY,55.85799903,-4.19698228,No
CEANNACROC,CEAN,57.15406112,-4.93694591,No
CLACHAN,CLAC,56.27743876,-4.92169457,No
CAMBUSHINNIE,CMBS,57.943622,-4.414325,No
COALBURN BATTERY STORAGE FACILITY,COAB,55.616293,-3.868363,No
COALBURN NORTH,COAN,55.616293,-3.868363,No
COALBURN BATTERY STORAGE TWO,COBA,55.616293,-3.868363,No
COACHFORD,COFD,53.38642229,-3.08607417,No
COYLTON TEE,COYT,55.447272,-4.433423,No
COYLTON WEST,COYW,55.447272,-4.433423,No
CRARAE SOUTH,CRAS,56.131476,-5.265569,No
CROSSDYKES,CRDY,51.921883,-2.590319,No
CROSSAIG NORTH,CRSN,51.921883,-2.590319,No
CULROSS,CULR,51.921883,-2.590319,No
DALMALLY BORDER NODE,DALB,56.419297,-5.013252,No
DELL,DELL,55.84799217,-4.24399122,No
DUMFRIES NORTH,DUMN,55.067177,-3.59154,No
DOUGLAS WEST EXTENSION,DWEX,55.55799643,-3.87198712,No
EAST ANGLIA ONE NORTH ONSHORE,EANO,52.074381,1.055105,No
EAST ANGLIA ONE NORTH OFFSHORE,EANW,52.074381,1.055105,No
EDAY,EDAY,59.18523258,-2.76576597,No
EREDINE,ERED,56.23539459,-5.27811699,No
FINNIESTON,FINN,55.86499574,-4.28598242,No
ORKNEY FINSTOWN,FINS,51.9240068,-1.77008634,No
GARELOCH,GARE,56.08399425,-4.83098465,No
GIFFNOCK,GIFF,55.7979933,-4.29998783,No
GLENDOE SUBSTATION,GLDO,57.14298308,-4.64493185,No
GLENROTHES BOUNDARY,GLRB,56.206833,-3.200275,No
GREMISTA,GREM,60.16663902,-1.16429986,No
GREENS,GRNS,53.48106741,-2.14769104,No
GRUDIE BRIDGE,GRUB,57.61942711,-4.83122518,No
GWYDDELWERN,GWYD,51.63360252,-3.82781026,No
HUNTERSTON BATTERY STORAGE,HBES,55.719882,-4.892719,No
HUNTERSTON ENERGY STORAGE FACILITY,HESF,55.719882,-4.892719,No
HEATHLAND,HLND,51.50689729,-3.1976146,No
HOPSRIG COLLECTOR,HORI,58.27750105,-6.30833555,No
HUNTERSTON CRYOBATTERY,HUCR,55.719882,-4.892719,No
HUNTERSTON CONVERTER STATION,HUCS,55.719882,-4.892719,No
HUMBER GATEWAY ONSHORE,HUMO,53.658526,0.252814,No
HUNTERSTON FARM,HUNF,55.719882,-4.892719,No
INVERNESS,INNE,57.45362567,-4.24657043,No
INVERARNAN BORDER NODE,INVB,56.326075,-4.724459,No
INNERWICK,INWI,58.44203861,-3.10513669,No
KEITHSHILL,KEIH,57.540349,-2.93959,No
KILLIN CASCADE GROUP,KILC,56.47743,-4.330265,No
KINLOCHLEVEN,KILO,56.199227,-3.039718,No
KINCARDINE BOUNDARY,KINB,56.074851,-3.733304,No
KINCARDINE NORTH,KINN,56.074851,-3.733304,No
KIRKTON,KRKN,55.89003407,-3.5360442,No
LAIRG SOUTH,LAIS,58.030448,-4.393637,No
LESMAHAGOW,LEGO,55.64199981,-3.8799955,No
LEVEN TEE,LEVT,56.199227,-3.039718,No
LONGSIDE,LOSD,53.46086869,-2.2189957,No
LUNANHEAD,LUNA,56.65434473,-2.86541042,No
MAYBOLE TEE,MAYT,55.342263,-4.686195,No
MOSSMORRAN SHELL,MOSH,56.106235,-3.294144,No
MOSSFORD,MOSS,53.38642229,-3.08607417,No
MOSSY HILL,MSHL,53.37526897,-2.92235161,No
NEW RYHALL,NERY,52.68832715,-0.45246694,No
NETHERTON ENERGY,NETH,53.49231875,-2.97031912,No
NORTH KYLE,NOKY,57.28098159,-5.70974152,No
OVERHILL,OHLL,53.19136878,-2.53834125,No
ORMONDE ONSHORE,ORMO,54.58530185,-1.27747721,No
ORMONDE OFFSHORE,ORMW,54.58530185,-1.27747721,No
PETERHEAD SHELL,PEHS,57.474089,-1.797549,No
PORTOBELLO,POOB,55.95399516,-3.12500226,No
ROBIN RIGG EAST OFFSHORE,RREW,54.649516,-3.510431,No
ROBIN RIGG WEST OFFSHORE,RRWW,54.662681,-3.547388,No
ST ANDREWS CROSS,SANX,51.921883,-2.590319,No
ST FERGUS GAS TERMINAL,SFEG,57.574137,-1.849078,No
ST FERGUS MOBIL,SFEM,57.565719,-1.880487,No
ST FERGUS VSD,SFEV,57.565719,-1.880487,No
ST FILLANS,SFIL,56.39590817,-4.11709879,No
SIGHTHILL,SIGH,55.92899198,-3.30500698,No
SOUTH KYLE,SOKY,57.28098159,-5.70974152,No
STRATHY COLLECTOR STATION,STCS,58.27750105,-6.30833555,No
STORNOWAY,STOR,58.20332362,-6.37365812,No
STRATH BRORA WIND,STRB,58.020209,-3.875536,No
TEVIOT,TEVI,56.34538216,-3.54606632,No
THANET WIND ONSHORE,THAW,51.36791428,1.38876161,No
THANET WIND OFFSHORE,THOW,51.36791428,1.38876161,No
TRALORG,TRLO,55.234544,-4.788968,No
TUMMEL BRIDGE,TUMB,56.706809,-4.029493,No
TWINEHAM ONSHORE,TWNE,51.42818113,-0.3086703,No
WESTFIELD BOUNDARY,WFIB,56.163611,-3.302635,No
WHITELAW BRAE,WHBR,60.40159911,-1.34794856,No
WHISTLEFIELD BORDER,WHTB,56.089591,-4.840147,No
